bali3.BB30009	0.228198	38	209	0.917503	0.260223
bali3.BB40047	0.190784	54	807	0.636382	0.001481
bali3.BB40040	0.258335	30	561	0.781949	0.088953
bali3.BBS30002	0.263047	31	537	1.152715	0.375580
bali3.BBS50011	0.219187	36	476	0.720311	0.107872
bali3.BBS12012	0.270628	4	337	1.131358	0.501408
bali3.BB12036	0.318817	7	224	1.584785	0.606838
bali3.BBS20005	0.371605	42	358	1.686875	0.545455
bali3.BB30016	0.170823	37	393	0.686152	0.005631
bali3.BBS12035	0.318069	27	222	1.430449	0.511905
bali3.BBS50002	0.180166	13	266	0.631976	0.094086
bali3.BBS50001	0.240639	34	569	0.978646	0.272230
bali3.BBS12004	0.320070	15	256	1.406664	0.498316
bali3.BB20041	0.231176	48	901	0.899045	0.183406
bali3.BB20030	0.467465	47	121	2.428025	0.779762
bali3.BB20011	0.232249	21	239	0.781542	0.084356
bali3.BBS12013	0.329361	8	706	1.433533	0.591892
bali3.BBS30019	0.268299	34	250	1.098318	0.447099
bali3.BB20007	0.259837	23	437	0.995250	0.412429
bali3.BB20018	0.363547	53	333	1.764618	0.737500
bali3.BB20015	0.291138	37	229	1.261930	0.493377
bali3.BB40019	0.277557	10	814	0.970132	0.158836
bali3.BB50004	0.364434	9	465	1.770177	0.758879
bali3.BB30030	0.195880	62	616	0.742454	0.064029
bali3.BB11008	0.100950	4	447	0.278420	0.158645
bali3.BB40037	0.152638	46	340	0.541775	0.012012
bali3.BB40033	0.211778	19	591	0.841969	0.250639
bali3.BB12003	0.290075	8	80	1.592493	0.577778
bali3.BBS11012	0.223793	4	349	0.872615	0.417582
bali3.BB11015	0.204832	4	331	0.651057	0.350575
bali3.BBS30025	0.231540	74	98	0.862433	0.194245
bali3.BBS12043	0.325663	34	242	1.452683	0.607914
bali3.BBS11017	0.187094	4	274	0.707599	0.323625
bali3.BB30010	0.399875	50	704	1.845956	0.432879
bali3.BBS11010	0.186101	4	207	0.533816	0.306122
bali3.BB40014	0.244162	9	541	1.065737	0.368876
bali3.BB11023	0.164701	7	364	0.445026	0.132251
bali3.BB12014	0.202204	9	129	0.710612	0.093023
bali3.BBS12040	0.264232	5	132	1.113379	0.481752
bali3.BB11034	0.171521	8	581	0.528378	0.133498
bali3.BB40009	0.196893	19	596	0.633313	0.086918
bali3.BB12013	0.313493	8	748	1.367745	0.563817
bali3.BB11032	0.159438	8	356	0.530854	0.107071
bali3.BB50016	0.148423	18	798	0.531842	0.006149
bali3.BBS12025	0.274711	4	128	1.117723	0.471014
bali3.BB40003	0.294217	12	619	1.347380	0.330798
bali3.BB50013	0.345770	18	311	1.594820	0.715116
bali3.BBS50010	0.266146	17	296	1.033483	0.383812
bali3.BBS20011	0.335867	21	101	1.620127	0.612613
bali3.BBS12022	0.373466	5	84	1.891927	0.556818
bali3.BB30027	0.247184	20	125	1.070636	0.280952
bali3.BB30029	0.296471	98	570	1.212986	0.285055
bali3.BBS20036	0.385962	91	73	1.972359	0.426230
bali3.BB40046	0.179107	29	617	0.558689	0.020817
bali3.BBS12033	0.281417	7	341	1.184075	0.524934
bali3.BB30026	0.225935	81	484	0.883444	0.226207
bali3.BB30005	0.271321	113	532	1.116872	0.285106
bali3.BBS12017	0.299496	7	490	1.287050	0.539347
bali3.BB40021	0.238503	25	460	0.951269	0.105085
bali3.BBS11009	0.234192	4	96	1.084646	0.490385
bali3.BBS20017	0.495384	45	571	2.431010	0.877221
bali3.BB30024	0.177269	69	665	0.729284	0.010368
bali3.BB20025	0.383317	81	454	1.823190	0.568356
bali3.BB40006	0.204367	14	447	0.759532	0.198387
bali3.BBS30015	0.290358	21	114	1.249851	0.440789
bali3.BB30021	0.223970	140	251	0.792332	0.067029
bali3.BB40020	0.269106	23	867	1.064419	0.237074
bali3.BB20013	0.246817	28	621	0.986425	0.382353
bali3.BB50001	0.236241	34	615	0.962046	0.275344
bali3.BB12005	0.306518	9	223	1.324153	0.588933
bali3.BB12008	0.245090	13	490	0.973603	0.346434
bali3.BB20005	0.354049	42	458	1.619396	0.648054
bali3.BB12004	0.314115	15	263	1.386612	0.511111
bali3.BBS11007	0.195153	9	431	0.589351	0.212446
bali3.BBS30018	0.419806	78	299	2.013135	0.714286
bali3.BBS30010	0.440042	50	572	2.092127	0.818325
bali3.BBS12042	0.215323	4	540	0.737118	0.372250
bali3.BBS20021	0.474069	53	433	2.302855	0.735568
bali3.BBS11002	0.191640	8	67	0.621873	0.225000
bali3.BB30020	0.206488	56	205	0.611209	0.046828
bali3.BB12030	0.175330	6	1022	0.726028	0.264901
bali3.BBS11036	0.176581	8	384	0.488484	0.113490
bali3.BB50014	0.292270	30	641	1.231925	0.330443
bali3.BBS11001	0.209127	4	77	0.759140	0.382716
bali3.BBS30028	0.449027	89	357	2.170833	0.745413
bali3.BB40027	0.175360	33	918	0.380032	0.003604
bali3.BBS50007	0.194688	23	228	0.607257	0.101852
bali3.BB20004	0.368232	55	668	1.825410	0.685504
bali3.BB11026	0.107466	7	386	0.224895	0.015267
bali3.BBS11030	0.186535	14	205	0.517824	0.053279
bali3.BB40004	0.320719	67	583	1.351190	0.285920
bali3.BBS11035	0.187469	5	102	0.718324	0.221311
bali3.BBS12031	0.329118	10	975	1.498211	0.599812
bali3.BB20010	0.353765	29	1195	1.678252	0.803241
bali3.BBS30020	0.262765	56	90	1.071966	0.393443
bali3.BB40039	0.282962	34	803	1.067960	0.130608
bali3.BB12024	0.339930	4	261	1.453215	0.619217
bali3.BBS20012	0.371343	27	225	1.799768	0.619863
bali3.BBS12036	0.333200	7	211	1.671211	0.652968
bali3.BBS12038	0.296150	10	265	1.278887	0.512987
bali3.BB20008	0.169744	56	702	0.623144	0.000579
bali3.BBS20006	0.377186	51	252	1.714485	0.574324
bali3.BBS11013	0.143809	5	59	0.305509	0.173913
bali3.BB40012	0.237548	22	414	0.933767	0.255663
bali3.BB11028	0.142192	10	198	0.429100	0.053498
bali3.BB40049	0.135511	62	1151	0.430663	0.000386
bali3.BB40005	0.270163	12	679	1.243458	0.508951
bali3.BBS30022	0.365098	66	104	1.790998	0.527027
bali3.BB12015	0.176039	12	257	0.685332	0.095133
bali3.BB30022	0.327770	66	126	1.552010	0.412766
bali3.BB11035	0.174916	5	117	0.634664	0.235294
bali3.BB11007	0.194130	9	462	0.600828	0.210843
bali3.BB40023	0.180351	22	1444	0.378562	0.008889
bali3.BB12028	0.219110	8	356	0.881393	0.248473
bali3.BB40017	0.199283	42	299	0.742146	0.030973
bali3.BBS30026	0.264472	81	349	1.068303	0.415049
bali3.BB20022	0.292224	58	377	1.249374	0.487552
bali3.BBS11024	0.171105	4	344	0.447559	0.289617
bali3.BB11013	0.116936	5	89	0.274293	0.140351
bali3.BB20017	0.455270	45	677	2.217805	0.817219
bali3.BB20035	0.271455	35	862	1.360358	0.685203
bali3.BBS30013	0.302704	86	447	1.243784	0.532228
bali3.BB12031	0.328248	10	978	1.494992	0.610075
bali3.BBS50009	0.344488	28	262	1.544801	0.467532
bali3.BBS12008	0.288063	13	376	1.177218	0.566832
bali3.BBS12019	0.400827	5	551	1.897445	0.695958
bali3.BB50006	0.187860	60	797	0.689499	0.054602
bali3.BB11029	0.179469	4	123	0.634771	0.292517
bali3.BBS30014	0.278518	44	213	1.083360	0.437984
bali3.BB11024	0.155154	4	484	0.433930	0.277457
bali3.BB20012	0.288610	27	524	1.254275	0.430380
bali3.BBS30017	0.230714	15	279	0.777033	0.237500
bali3.BBS11033	0.175005	11	104	0.552207	0.120301
bali3.BBS11034	0.192545	8	375	0.645794	0.224439
bali3.BBS12001	0.270939	11	472	1.166153	0.437137
bali3.BB11016	0.163260	8	568	0.495567	0.097651
bali3.BB20026	0.200006	32	787	0.866683	0.193097
bali3.BBS20027	0.366146	29	263	1.636451	0.662252
bali3.BB40030	0.271488	32	413	1.195940	0.291328
bali3.BBS20004	0.416957	55	410	2.093993	0.697095
bali3.BB50008	0.264086	26	369	1.156332	0.258278
bali3.BB20028	0.384773	54	386	1.812158	0.495370
bali3.BBS20026	0.306454	32	287	1.359078	0.490085
bali3.BBS20038	0.447022	42	104	2.310863	0.625000
bali3.BB50011	0.205359	36	569	0.672431	0.085271
bali3.BB20019	0.348141	24	520	1.550488	0.542645
bali3.BBS11037	0.164594	5	412	0.433560	0.235556
bali3.BB11002	0.132830	8	130	0.444836	0.046512
bali3.BB40043	0.192281	17	446	0.611696	0.048335
bali3.BB40045	0.206789	11	289	0.652735	0.123778
bali3.BB11022	0.111205	4	164	0.387195	0.169725
bali3.BBS12034	0.297690	4	286	1.331203	0.608108
bali3.BB12011	0.220926	12	1062	0.928653	0.282525
bali3.BBS11015	0.207237	4	320	0.656623	0.359882
bali3.BB30013	0.246819	86	771	0.991014	0.372549
bali3.BB40044	0.208760	47	206	0.823765	0.148387
bali3.BB20038	0.394012	42	130	1.956933	0.452991
bali3.BBS11038	0.214117	8	292	0.786937	0.318318
bali3.BB12002	0.244694	6	226	1.047885	0.423077
bali3.BBS20020	0.341595	16	256	1.504649	0.705455
bali3.BB20002	0.115771	20	836	0.386113	0.000611
bali3.BB11001	0.208011	4	94	0.881081	0.451923
bali3.BBS20031	0.330349	60	202	1.472723	0.485185
bali3.BB12027	0.281800	13	526	1.288497	0.488854
bali3.BBS30004	0.325174	50	408	1.368270	0.576305
bali3.BBS12030	0.362470	6	241	1.636595	0.705645
bali3.BBS11020	0.183367	9	221	0.504033	0.140221
bali3.BB50015	0.148981	32	628	0.470189	0.000693
bali3.BB20003	0.383571	74	484	1.756699	0.414201
bali3.BB11012	0.216387	4	397	0.885487	0.448931
bali3.BB12025	0.193119	4	243	0.703830	0.328622
bali3.BB30001	0.276561	116	523	1.092966	0.314709
bali3.BB30004	0.272392	50	577	1.067488	0.371810
bali3.BBS11005	0.165868	14	382	0.457103	0.021978
bali3.BBS12032	0.314135	9	65	1.640930	0.527027
bali3.BB50003	0.229535	43	658	0.886965	0.168714
bali3.BBS12023	0.319121	5	739	1.533965	0.642764
bali3.BB11005	0.160959	14	464	0.437587	0.019643
bali3.BB50010	0.208029	17	579	0.793811	0.193095
bali3.BBS20030	0.563931	47	89	3.042814	0.783784
bali3.BB30003	0.214705	142	456	0.744196	0.106732
bali3.BBS11023	0.176525	7	302	0.447712	0.125364
bali3.BBS11008	0.191519	4	122	0.612551	0.294964
bali3.BBS20033	0.448591	48	106	2.320964	0.581081
bali3.BBS50014	0.319616	30	549	1.383934	0.404227
bali3.BB12035	0.277743	27	289	1.197496	0.384449
bali3.BBS12003	0.341437	8	65	2.006218	0.666667
bali3.BBS20022	0.301820	58	352	1.301676	0.471526
bali3.BB30023	0.238385	77	310	0.859927	0.195578
bali3.BB12032	0.289277	9	72	1.487190	0.450549
bali3.BB12041	0.256165	7	128	1.333970	0.520270
bali3.BBS12029	0.356374	12	283	1.694664	0.674419
bali3.BBS12006	0.302859	4	235	1.345827	0.567347
bali3.BB20031	0.313652	60	225	1.358248	0.307692
bali3.BB11019	0.194091	10	393	0.614163	0.165236
bali3.BB20014	0.300393	65	343	1.265436	0.215730
bali3.BBS12037	0.274754	13	512	1.158756	0.433213
bali3.BB40010	0.282047	9	145	1.062989	0.194946
bali3.BB40035	0.166764	27	983	0.569499	0.090112
bali3.BBS20016	0.353071	27	110	1.563682	0.570370
bali3.BB11017	0.180702	4	298	0.664804	0.332335
bali3.BB12021	0.287474	6	81	1.381659	0.574713
bali3.BB40034	0.223782	34	423	0.826444	0.158889
bali3.BB40013	0.171175	35	271	0.565098	0.048930
bali3.BB12044	0.305530	11	610	1.352344	0.580786
bali3.BBS11011	0.136539	5	213	0.340845	0.181034
bali3.BB50007	0.181697	23	260	0.553658	0.035714
bali3.BB50012	0.167745	49	963	0.566963	0.078220
bali3.BBS20034	0.289708	59	248	1.174786	0.386364
bali3.BBS20018	0.381681	53	311	1.862629	0.722543
bali3.BB12019	0.318400	5	809	1.472806	0.578824
bali3.BB40008	0.224847	12	570	0.837923	0.280350
bali3.BBS12024	0.366470	4	243	1.573973	0.642570
bali3.BB20020	0.291196	16	325	1.223178	0.376511
bali3.BB12042	0.208369	4	561	0.702911	0.335463
bali3.BB11038	0.167896	8	453	0.617378	0.148204
bali3.BBS12005	0.330642	9	204	1.445820	0.558559
bali3.BBS30003	0.223290	142	358	0.775925	0.182013
bali3.BBS20024	0.589483	30	74	2.835260	0.741573
bali3.BB20021	0.380852	53	756	1.790426	0.610069
bali3.BB12007	0.304331	8	1095	1.345735	0.545302
bali3.BB12022	0.157520	5	373	0.648257	0.172619
bali3.BBS20019	0.358790	24	362	1.647311	0.630435
bali3.BBS20015	0.376908	37	58	1.588295	0.428571
bali3.BB50002	0.148902	13	548	0.506100	0.036184
bali3.BB30018	0.359348	78	470	1.611989	0.470822
bali3.BBS11014	0.216826	6	552	0.756727	0.338211
bali3.BB20001	0.152734	16	432	0.597338	0.020216
bali3.BBS50015	0.193605	32	310	0.679813	0.049242
bali3.BBS50016	0.208682	18	427	0.832097	0.196864
bali3.BB12010	0.266574	7	382	1.130727	0.469907
bali3.BB30019	0.223782	34	423	0.826534	0.158889
bali3.BB40038	0.182186	23	507	0.265973	0.006812
bali3.BBS12009	0.331750	5	68	1.420058	0.478873
bali3.BB30011	0.320965	65	348	1.428032	0.592357
bali3.BB12034	0.294893	4	291	1.323799	0.580000
bali3.BB40002	0.110464	56	861	0.342112	0.000581
bali3.BB12033	0.203808	7	569	0.795770	0.285511
bali3.BBS11022	0.148893	4	69	0.345411	0.246914
bali3.BB11004	0.160755	4	489	0.483487	0.265152
bali3.BBS12014	0.351321	9	49	1.512697	0.480769
bali3.BB20016	0.204107	27	281	0.791660	0.116279
bali3.BB11009	0.113143	4	317	0.437500	0.209195
bali3.BBS30023	0.257142	77	255	0.957839	0.337500
bali3.BB40016	0.199283	42	299	0.740581	0.030973
bali3.BB11027	0.168750	7	283	0.487756	0.104308
bali3.BB11030	0.169406	14	340	0.425408	0.035635
bali3.BBS11025	0.144444	4	63	0.126316	0.212121
bali3.BB20040	0.344518	87	508	1.580474	0.540373
bali3.BBS20023	0.319481	31	204	1.324594	0.457249
bali3.BBS30009	0.311681	38	72	1.221605	0.390000
bali3.BB50009	0.262291	28	506	1.112350	0.393393
bali3.BB12016	0.140096	5	801	0.360494	0.059455
bali3.BBS30012	0.285197	65	338	1.188982	0.484848
bali3.BB40042	0.219725	31	374	0.754672	0.090304
bali3.BB11025	0.121674	4	100	0.300000	0.191304
bali3.BBS12010	0.298780	7	325	1.275918	0.538235
bali3.BBS20009	0.415884	29	219	1.971763	0.630081
bali3.BB30007	0.230852	24	179	0.824614	0.129032
bali3.BBS12002	0.255391	6	190	1.071531	0.510204
bali3.BB11010	0.186595	4	559	0.515332	0.275917
bali3.BB20037	0.272857	65	534	1.154608	0.423767
bali3.BBS11031	0.160002	11	370	0.433779	0.048387
bali3.BBS20007	0.265051	23	419	1.012061	0.447581
bali3.BB20023	0.301915	31	232	1.240509	0.482993
bali3.BB40022	0.139532	14	550	0.393606	0.030541
bali3.BB12039	0.201177	11	144	0.756927	0.106538
bali3.BBS30001	0.323885	116	185	1.391376	0.487288
bali3.BB40007	0.171149	8	2173	0.708477	0.195402
bali3.BBS50013	0.369054	18	234	1.703734	0.697318
bali3.BB20034	0.270690	59	292	1.063033	0.259696
bali3.BB40015	0.106672	33	998	0.292977	0.000230
bali3.BBS12027	0.298252	13	212	1.408514	0.590090
bali3.BB20033	0.415518	48	121	2.125829	0.560847
bali3.BBS11006	0.158596	8	241	0.463425	0.145161
bali3.BBS50008	0.314837	26	192	1.448852	0.430341
bali3.BB30002	0.241065	31	639	1.016396	0.320482
bali3.BBS20035	0.383846	35	167	1.917670	0.685446
bali3.BBS20003	0.414112	74	420	1.988824	0.602713
bali3.BB11014	0.207161	6	599	0.726767	0.286525
bali3.BB30015	0.207045	21	390	0.751757	0.062500
bali3.BB12026	0.322344	18	285	1.377272	0.441589
bali3.BB12012	0.224641	4	452	0.897275	0.362832
bali3.BBS20032	0.413666	61	107	1.933912	0.517647
bali3.BBS30030	0.300816	62	285	1.259240	0.522857
bali3.BB20009	0.355033	29	394	1.647423	0.748858
bali3.BB40032	0.159066	6	1103	0.621240	0.224632
bali3.BB40024	0.166602	34	695	0.529419	0.025606
bali3.BB11037	0.129937	5	713	0.329458	0.082294
bali3.BB30028	0.451042	89	448	2.148342	0.710069
bali3.BB12006	0.299248	4	241	1.348036	0.548000
bali3.BB11011	0.143129	5	242	0.335878	0.126761
bali3.BBS12016	0.293116	5	110	1.226330	0.572581
bali3.BB12037	0.215863	13	967	0.654945	0.072338
bali3.BBS11003	0.183329	4	473	0.567301	0.361789
bali3.BB12023	0.312989	5	764	1.511082	0.628713
bali3.BBS12011	0.279439	12	628	1.152712	0.465569
bali3.BBS20001	0.316840	16	74	1.412048	0.582278
bali3.BBS12044	0.308270	11	597	1.356145	0.567809
bali3.BB40031	0.271854	27	508	1.147972	0.256298
bali3.BB20029	0.284645	29	119	1.317217	0.371728
bali3.BBS50005	0.419907	11	717	2.096223	0.727899
bali3.BBS11018	0.177687	14	505	0.581658	0.115265
bali3.BBS20037	0.300605	65	352	1.304459	0.473441
bali3.BB12029	0.273612	12	499	1.218664	0.509225
bali3.BBS12041	0.282067	7	116	1.502732	0.584000
bali3.BB11031	0.151287	11	455	0.389340	0.035139
bali3.BBS30006	0.258440	18	105	1.059916	0.295455
bali3.BBS11028	0.184330	10	96	0.485430	0.132743
bali3.BB40041	0.126262	55	493	0.345544	0.003490
bali3.BBS20039	0.470072	91	360	2.322412	0.773893
bali3.BB20024	0.243174	30	522	1.006035	0.212679
bali3.BB12040	0.246515	5	147	1.055556	0.471698
bali3.BB40029	0.256375	24	223	0.914409	0.130952
bali3.BBS20010	0.365490	29	608	1.653996	0.664234
bali3.BB12017	0.292625	7	510	1.255738	0.538043
bali3.BB11003	0.171090	4	536	0.540541	0.332168
bali3.BB30006	0.162299	18	460	0.478691	0.020127
bali3.BB40048	0.352243	17	904	1.420447	0.304153
bali3.BB11020	0.176186	9	244	0.487159	0.129252
bali3.BBS20008	0.299275	56	93	1.297852	0.368000
bali3.BBS12007	0.315681	8	1038	1.403305	0.586397
bali3.BB40028	0.297513	22	364	1.164410	0.233933
bali3.BBS12028	0.290719	8	244	1.258050	0.511194
bali3.BB30025	0.182046	74	175	0.639070	0.028017
bali3.BB40011	0.113366	39	687	0.341717	0.000579
bali3.BBS11032	0.198794	8	250	0.662609	0.272401
bali3.BBS50012	0.288335	49	315	1.173292	0.285714
bali3.BBS50006	0.229189	60	478	0.902649	0.180536
bali3.BBS30029	0.322863	98	446	1.406637	0.471136
bali3.BBS12020	0.260811	4	128	1.224189	0.458647
bali3.BB40025	0.270241	14	335	1.132706	0.345423
bali3.BB11033	0.142059	11	191	0.403894	0.024911
bali3.BBS11027	0.182343	7	217	0.496388	0.168033
bali3.BBS30021	0.240306	140	209	0.879123	0.185874
bali3.BB30014	0.264912	44	235	1.035971	0.370748
bali3.BB30012	0.242568	65	466	0.969127	0.268466
bali3.BB11006	0.154545	8	285	0.423495	0.099415
bali3.BB40026	0.208246	36	710	0.756642	0.111419
bali3.BB12020	0.253590	4	131	1.055917	0.467153
bali3.BBS20002	0.267041	20	45	0.908734	0.271186
bali3.BB30017	0.209974	15	357	0.710372	0.127404
bali3.BBS20028	0.474104	54	264	2.351088	0.764516
bali3.BBS30027	0.276971	20	102	1.289533	0.418033
bali3.BB20039	0.471020	91	442	2.302246	0.788868
bali3.BBS30007	0.291086	24	107	1.303621	0.483871
bali3.BB12009	0.192305	5	153	0.670820	0.192157
bali3.BBS30011	0.340788	65	316	1.547409	0.644986
bali3.BB12043	0.238216	34	391	0.958317	0.119718
bali3.BBS11016	0.195233	8	360	0.640456	0.241470
bali3.BBS12039	0.253979	11	74	1.348709	0.345238
bali3.BB40018	0.139998	9	532	0.345567	0.025707
bali3.BBS30016	0.352401	37	65	1.381237	0.637500
bali3.BB11021	0.182876	4	141	0.769140	0.327684
bali3.BBS11004	0.174203	4	431	0.518147	0.309474
bali3.BB40001	0.149275	28	666	0.555843	0.023889
bali3.BB12001	0.258930	11	502	1.105583	0.458929
bali3.BBS30024	0.243595	69	228	0.986921	0.319728
bali3.BBS12015	0.264477	12	132	1.171897	0.429487
bali3.BBS30008	0.328687	36	456	1.463044	0.697719
bali3.BBS20013	0.289190	28	210	1.289804	0.503906
bali3.BBS11019	0.197070	10	387	0.622976	0.177632
bali3.BBS30005	0.314243	113	247	1.407483	0.582492
bali3.BBS12021	0.315134	6	77	1.413644	0.585366
bali3.BBS11021	0.213910	4	111	0.843284	0.387097
bali3.BBS12026	0.341305	18	261	1.481904	0.656463
bali3.BB40036	0.347742	29	393	1.612795	0.421419
bali3.BB50005	0.408905	11	757	2.029338	0.725877
bali3.BB20006	0.368251	51	261	1.672912	0.584906
bali3.BB30008	0.297062	36	646	1.154777	0.339901
bali3.BB12018	0.363085	4	899	1.699148	0.659574
bali3.BB20036	0.266675	91	155	1.140310	0.205314
bali3.BBS11029	0.186375	4	104	0.560000	0.275862
bali3.BBS50003	0.281833	43	241	1.166514	0.151751
bali3.BBS11026	0.176018	7	91	0.555960	0.215686
bali3.BB11036	0.172655	8	428	0.472506	0.114563
bali3.BBS20029	0.374078	29	59	1.817673	0.576923
bali3.BB11018	0.157379	14	672	0.506619	0.047009
bali3.BB12038	0.210840	10	737	0.501190	0.070534
bali3.BB20032	0.393005	61	126	1.822437	0.519608
bali3.BBS20040	0.422038	87	318	2.083402	0.682292
bali3.BB20027	0.238862	29	615	0.939562	0.197605
bali3.BBS12018	0.376887	4	857	1.768603	0.661605
bali3.BBS20014	0.360754	65	214	1.708497	0.676923
bali3.BBS20041	0.415485	48	286	1.981604	0.736025
bali3.BBS20025	0.449967	81	282	2.241664	0.694444
sabre.twi_049	0.139911	14	176	0.335093	0.000000
sabre.twi_164	0.144271	8	139	0.322198	0.085890
sabre.twi_095	0.147734	3	246	0.372124	0.321970
sabre.sup_118	0.216571	9	82	0.775639	0.205128
sabre.sup_270	0.251059	3	120	0.888889	0.463415
sabre.sup_123	0.157317	5	215	0.425788	0.114286
sabre.sup_094	0.175792	3	189	0.557118	0.425837
sabre.sup_287	0.153941	4	160	0.443523	0.281081
sabre.sup_091	0.217525	3	294	0.839185	0.432927
sabre.sup_218	0.255945	7	187	1.021082	0.387387
sabre.sup_314	0.197405	7	128	0.641581	0.261438
sabre.twi_009	0.243593	3	44	1.315789	0.420000
sabre.sup_420	0.141499	7	459	0.370570	0.083192
